time,# jobs
285,22
time,# jobs
285.9,21
time,# jobs
288.6,21
time,# jobs
290.7,22
time,# jobs
293.7,22
time,# jobs
296.1,22
time,# jobs
300,21
time,# jobs
305.1,21
time,# jobs
305.4,21
time,# jobs
307.8,21
time,# jobs
309.3,21
time,# jobs
309.3,21
time,# jobs
314.4,21
time,# jobs
319.5,21
time,# jobs
319.5,21
time,# jobs
320.4,21
time,# jobs
322.2,22
time,# jobs
325.5,22
time,# jobs
327.3,23
time,# jobs
328.8,23
time,# jobs
329.4,23
time,# jobs
330.6,23
time,# jobs
334.5,23
time,# jobs
337.5,23
time,# jobs
337.5,23
time,# jobs
339.9,23
time,# jobs
343.2,23
time,# jobs
345.9,23
time,# jobs
351.3,23
time,# jobs
351.9,23
time,# jobs
354.6,23
time,# jobs
356.4,24
time,# jobs
356.7,24
time,# jobs
362.1,24
time,# jobs
367.5,25
time,# jobs
367.8,26
time,# jobs
369,26
time,# jobs
369,27
time,# jobs
371.1,27
time,# jobs
374.7,27
time,# jobs
374.7,27
time,# jobs
376.8,27
time,# jobs
378.6,27
time,# jobs
379.5,27
time,# jobs
381,27
time,# jobs
385.2,27
time,# jobs
388.5,27
time,# jobs
388.8,27
time,# jobs
391.5,27
time,# jobs
395.1,27
time,# jobs
398.1,27
time,# jobs
403.8,27
time,# jobs
404.7,28
time,# jobs
407.7,28
time,# jobs
407.7,28
time,# jobs
409.8,29
time,# jobs
410.4,29
time,# jobs
416.1,29
time,# jobs
416.1,29
time,# jobs
421.8,29
time,# jobs
421.8,29
time,# jobs
422.4,29
time,# jobs
423.9,29
time,# jobs
423.9,29
time,# jobs
424.2,30
time,# jobs
426.6,31
time,# jobs
430.5,31
time,# jobs
430.8,31
time,# jobs
433.2,31
time,# jobs
435.3,32
time,# jobs
436.5,32
time,# jobs
438.3,32
time,# jobs
442.8,32
time,# jobs
446.4,32
time,# jobs
447,32
time,# jobs
450,32
time,# jobs
453.9,33
time,# jobs
457.2,34
time,# jobs
463.2,34
time,# jobs
463.2,34
time,# jobs
464.4,34
time,# jobs
467.7,34
time,# jobs
468,34
time,# jobs
468,34
time,# jobs
470.4,34
time,# jobs
471.3,35
time,# jobs
477.3,35
time,# jobs
477.6,35
time,# jobs
483.6,35
time,# jobs
483.9,35
time,# jobs
484.8,35
time,# jobs
486.6,35
time,# jobs
486.9,36
time,# jobs
486.9,36
time,# jobs
487.5,36
time,# jobs
487.5,37
time,# jobs
490.2,37
time,# jobs
494.4,37
time,# jobs
495,37
time,# jobs
497.7,37
time,# jobs
497.7,37
time,# jobs
500.1,37
time,# jobs
501.6,37
time,# jobs
503.7,38
time,# jobs
508.5,38
time,# jobs
512.4,38
time,# jobs
513.3,38
time,# jobs
516.6,39
time,# jobs
516.6,39
time,# jobs
520.8,39
time,# jobs
520.8,39
time,# jobs
524.4,40
time,# jobs
530.7,41
time,# jobs
531,41
time,# jobs
532.5,42
time,# jobs
536.1,42
time,# jobs
536.7,42
time,# jobs
537,42
time,# jobs
539.7,42
time,# jobs
539.7,42
time,# jobs
540.9,43
time,# jobs
547.2,44
time,# jobs
547.8,44
time,# jobs
554.1,44
time,# jobs
554.7,44
time,# jobs
555.9,44
time,# jobs
558,44
time,# jobs
558,45
time,# jobs
558.6,45
time,# jobs
558.9,45
time,# jobs
559.8,45
time,# jobs
559.8,45
time,# jobs
560.1,45
time,# jobs
563.1,45
time,# jobs
567.6,46
time,# jobs
568.5,46
time,# jobs
571.5,46
time,# jobs
571.8,46
time,# jobs
574.5,46
time,# jobs
576.3,46
time,# jobs
576.3,46
time,# jobs
578.7,46
time,# jobs
583.8,46
time,# jobs
588,46
time,# jobs
589.2,46
time,# jobs
589.2,46
time,# jobs
592.8,46
time,# jobs
593.1,46
time,# jobs
597.6,46
time,# jobs
597.9,46
time,# jobs
597.9,46
time,# jobs
601.8,46
time,# jobs
601.8,46
time,# jobs
608.4,46
time,# jobs
609,46
time,# jobs
609,46
time,# jobs
610.8,47
time,# jobs
614.7,47
time,# jobs
615.6,47
time,# jobs
616.2,47
time,# jobs
619.2,47
time,# jobs
619.5,47
time,# jobs
619.5,47
time,# jobs
621,47
time,# jobs
621,47
time,# jobs
627.6,47
time,# jobs
628.5,47
time,# jobs
635.1,47
time,# jobs
636,47
time,# jobs
637.5,47
time,# jobs
639.9,48
time,# jobs
639.9,48
time,# jobs
640.2,48
time,# jobs
641.1,48
time,# jobs
641.7,48
time,# jobs
642.9,48
time,# jobs
643.2,48
time,# jobs
643.8,48
time,# jobs
647.1,49
time,# jobs
647.1,49
time,# jobs
651.9,49
time,# jobs
653.1,49
time,# jobs
656.4,49
time,# jobs
657,49
time,# jobs
660,49
time,# jobs
662.1,49
time,# jobs
662.4,49
time,# jobs
665.1,49
time,# jobs
670.5,50
time,# jobs
675,50
time,# jobs
676.5,50
time,# jobs
676.8,50
time,# jobs
680.7,50
time,# jobs
681.3,50
time,# jobs
686.1,51
time,# jobs
686.7,51
time,# jobs
687,51
time,# jobs
691.2,51
time,# jobs
691.5,51
time,# jobs
698.4,51
time,# jobs
699.3,51
time,# jobs
699.6,51
time,# jobs
699.6,51
time,# jobs
701.7,51
time,# jobs
705.9,51
time,# jobs
707.1,51
time,# jobs
708,51
time,# jobs
711.3,51
time,# jobs
711.9,51
time,# jobs
712.2,51
time,# jobs
714,51
time,# jobs
714.3,51
time,# jobs
721.2,51
time,# jobs
722.4,51
time,# jobs
729.3,51
time,# jobs
730.5,51
time,# jobs
732.3,51
time,# jobs
732.3,51
time,# jobs
735,51
time,# jobs
735.3,51
time,# jobs
735.9,52
time,# jobs
737.1,52
time,# jobs
738,51
time,# jobs
739.5,51
time,# jobs
740.1,51
time,# jobs
741,51
time,# jobs
741,51
time,# jobs
744.6,51
time,# jobs
744.9,51
time,# jobs
750,52
time,# jobs
751.5,52
time,# jobs
755.1,52
time,# jobs
756,52
time,# jobs
759.3,52
time,# jobs
761.7,52
time,# jobs
762.3,52
time,# jobs
765.3,52
time,# jobs
765.3,52
time,# jobs
771,52
time,# jobs
775.8,52
time,# jobs
777.6,52
time,# jobs
778.2,53
time,# jobs
782.4,54
time,# jobs
783.3,54
time,# jobs
783.3,54
time,# jobs
788.4,54
time,# jobs
789.3,54
time,# jobs
789.9,54
time,# jobs
794.4,54
time,# jobs
795,54
time,# jobs
802.2,54
time,# jobs
803.4,54
time,# jobs
804,54
time,# jobs
804.3,54
time,# jobs
806.7,54
time,# jobs
811.2,54
time,# jobs
812.7,54
time,# jobs
813.9,54
time,# jobs
817.5,54
time,# jobs
818.4,54
time,# jobs
819,54
time,# jobs
821.1,54
time,# jobs
821.7,54
time,# jobs
828.9,54
time,# jobs
830.4,54
time,# jobs
837.6,54
time,# jobs
839.1,54
time,# jobs
841.2,54
time,# jobs
841.5,54
time,# jobs
844.5,55
time,# jobs
845.1,55
time,# jobs
845.1,55
time,# jobs
846,55
time,# jobs
847.5,55
time,# jobs
849.3,55
time,# jobs
850.2,56
time,# jobs
851.4,56
time,# jobs
851.7,56
time,# jobs
855.6,56
time,# jobs
856.2,56
time,# jobs
856.2,57
time,# jobs
861.6,57
time,# jobs
863.4,57
time,# jobs
867.3,57
time,# jobs
868.5,57
time,# jobs
872.1,57
time,# jobs
874.8,57
time,# jobs
875.7,57
time,# jobs
879,57
time,# jobs
879.3,57
time,# jobs
885.3,57
time,# jobs
890.4,57
time,# jobs
892.5,57
time,# jobs
892.5,57
time,# jobs
893.4,57
time,# jobs
893.4,57
time,# jobs
897.9,58
time,# jobs
899.1,58
time,# jobs
899.4,58
time,# jobs
904.8,59
time,# jobs
906,59
time,# jobs
906.9,59
time,# jobs
911.7,59
time,# jobs
912.6,59
time,# jobs
920.1,59
time,# jobs
921.6,59
time,# jobs
922.5,58
time,# jobs
923.1,58
time,# jobs
925.8,58
time,# jobs
930.6,59
time,# jobs
932.4,59
time,# jobs
933.9,59
time,# jobs
937.8,59
time,# jobs
939,59
time,# jobs
939.9,59
time,# jobs
942.3,59
time,# jobs
943.2,59
time,# jobs
950.7,59
time,# jobs
952.5,59
time,# jobs
960,59
time,# jobs
961.8,59
time,# jobs
964.2,59
time,# jobs
964.8,59
time,# jobs
964.8,59
time,# jobs
968.1,59
time,# jobs
969,59
time,# jobs
969.3,59
time,# jobs
970.5,59
time,# jobs
972.3,59
time,# jobs
974.4,60
time,# jobs
974.4,60
time,# jobs
975.6,60
time,# jobs
977.1,61
time,# jobs
977.7,61
time,# jobs
981.9,61
time,# jobs
982.8,61
time,# jobs
982.8,61
time,# jobs
983.1,61
time,# jobs
988.8,61
time,# jobs
990.9,61
time,# jobs
995.1,61
time,# jobs
996.6,61
time,# jobs
1000.5,61
time,# jobs
1003.5,61
time,# jobs
1004.7,62
time,# jobs
1008.3,62
time,# jobs
1008.9,63
time,# jobs
1015.2,63
time,# jobs
1020.6,63
time,# jobs
1023,63
time,# jobs
1023.3,63
time,# jobs
1024.5,63
time,# jobs
1024.8,63
time,# jobs
1024.8,63
time,# jobs
1029.6,63
time,# jobs
1031.1,63
time,# jobs
1031.7,63
time,# jobs
1031.7,63
time,# jobs
1037.4,63
time,# jobs
1038.9,64
time,# jobs
1040.1,64
time,# jobs
1045.2,64
time,# jobs
1046.4,64
time,# jobs
1054.2,64
time,# jobs
1056,64
time,# jobs
1056.9,64
time,# jobs
1059.9,64
time,# jobs
1059.9,64
time,# jobs
1065,65
time,# jobs
1067.1,65
time,# jobs
1068.9,66
time,# jobs
1073.1,66
time,# jobs
1074.6,66
time,# jobs
1074.6,67
time,# jobs
1077.3,67
time,# jobs
1078.5,67
time,# jobs
1086.3,67
time,# jobs
1088.4,67
time,# jobs
1096.2,67
time,# jobs
1098.3,67
time,# jobs
1101,67
time,# jobs
1101.9,67
time,# jobs
1102.2,67
time,# jobs
1105.8,67
time,# jobs
1107,67
time,# jobs
1107.6,67
time,# jobs
1109.1,67
time,# jobs
1111.2,67
time,# jobs
1111.2,67
time,# jobs
1113.6,67
time,# jobs
1113.9,67
time,# jobs
1115.4,67
time,# jobs
1115.4,67
time,# jobs
1117.2,67
time,# jobs
1118.1,67
time,# jobs
1122.6,67
time,# jobs
1123.8,67
time,# jobs
1124.1,67
time,# jobs
1124.7,67
time,# jobs
1130.7,67
time,# jobs
1133.1,67
time,# jobs
1137.6,67
time,# jobs
1139.4,67
time,# jobs
1143.6,67
time,# jobs
1146.9,67
time,# jobs
1146.9,67
time,# jobs
1148.4,67
time,# jobs
1152.3,67
time,# jobs
1152.3,67
time,# jobs
1153.2,66
time,# jobs
1159.8,66
time,# jobs
1165.5,66
time,# jobs
1168.2,67
time,# jobs
1168.8,67
time,# jobs
1170.3,67
time,# jobs
1170.9,68
time,# jobs
1171.2,68
time,# jobs
1176.3,68
time,# jobs
1178.1,68
time,# jobs
1179,68
time,# jobs
1179.3,68
time,# jobs
1185.3,69
time,# jobs
1185.3,69
time,# jobs
1187.1,69
time,# jobs
1188.6,69
time,# jobs
1194,69
time,# jobs
1195.5,69
time,# jobs
1203.6,69
time,# jobs
1205.7,70
time,# jobs
1206.9,70
time,# jobs
1210.2,70
time,# jobs
1210.5,70
time,# jobs
1210.5,70
time,# jobs
1215.9,70
time,# jobs
1218.3,70
time,# jobs
1218.3,70
time,# jobs
1220.4,70
time,# jobs
1224.9,70
time,# jobs
1226.7,70
time,# jobs
1226.7,70
time,# jobs
1227,70
time,# jobs
1230,71
time,# jobs
1231.5,71
time,# jobs
1239.6,71
time,# jobs
1242,71
time,# jobs
1250.1,71
time,# jobs
1252.5,71
time,# jobs
1255.5,71
time,# jobs
1256.7,71
time,# jobs
1257.3,72
time,# jobs
1261.2,72
time,# jobs
1262.7,72
time,# jobs
1263.6,73
time,# jobs
1265.4,74
time,# jobs
1267.8,75
time,# jobs
1268.1,75
time,# jobs
1270.8,75
time,# jobs
1271.4,75
time,# jobs
1273.2,75
time,# jobs
1273.5,75
time,# jobs
1275.6,75
time,# jobs
1276.8,75
time,# jobs
1281.6,75
time,# jobs
1283.1,75
time,# jobs
1283.7,75
time,# jobs
1284.6,75
time,# jobs
1290.9,75
time,# jobs
1293.6,76
time,# jobs
1298.4,76
time,# jobs
1300.5,76
time,# jobs
1305,76
time,# jobs
1308.6,76
time,# jobs
1308.9,76
time,# jobs
1310.7,77
time,# jobs
1314.9,77
time,# jobs
1315.2,78
time,# jobs
1322.1,78
time,# jobs
1328.1,79
time,# jobs
1328.1,79
time,# jobs
1331.1,79
time,# jobs
1332,79
time,# jobs
1333.8,79
time,# jobs
1333.8,79
time,# jobs
1334.7,79
time,# jobs
1335.3,79
time,# jobs
1340.7,79
time,# jobs
1342.8,80
time,# jobs
1344,80
time,# jobs
1344.6,80
time,# jobs
1344.6,80
time,# jobs
1350.9,80
time,# jobs
1351.2,80
time,# jobs
1353.3,80
time,# jobs
1355.1,80
time,# jobs
1360.8,80
time,# jobs
1362.6,80
time,# jobs
1371,80
time,# jobs
1371,81
time,# jobs
1373.4,81
time,# jobs
1374.9,81
time,# jobs
1378.5,81
time,# jobs
1379.1,81
time,# jobs
1379.4,82
time,# jobs
1385.1,82
time,# jobs
1387.8,82
time,# jobs
1388.1,83
time,# jobs
1390.5,83
time,# jobs
1395.3,83
time,# jobs
1397.4,83
time,# jobs
1397.7,83
time,# jobs
1398.3,83
time,# jobs
1398.3,83
time,# jobs
1401.6,83
time,# jobs
1403.4,84
time,# jobs
1411.8,85
time,# jobs
1414.5,85
time,# jobs
1422.9,86
time,# jobs
1425.6,86
time,# jobs
1428.9,86
time,# jobs
1430.4,86
time,# jobs
1430.4,86
time,# jobs
1431.3,86
time,# jobs
1435.5,86
time,# jobs
1437.3,86
time,# jobs
1437.3,87
time,# jobs
1438.5,87
time,# jobs
1438.5,87
time,# jobs
1440.6,87
time,# jobs
1440.6,88
time,# jobs
1443.3,89
time,# jobs
1443.9,89
time,# jobs
1446.9,89
time,# jobs
1447.8,89
time,# jobs
1449.9,90
time,# jobs
1450.5,90
time,# jobs
1452.9,90
time,# jobs
1454.4,90
time,# jobs
1459.5,90
time,# jobs
1461.3,90
time,# jobs
1462.2,91
time,# jobs
1463.4,91
time,# jobs
1470,91
time,# jobs
1470,91
time,# jobs
1473,91
time,# jobs
1478.1,91
time,# jobs
1480.5,91
time,# jobs
1485.3,91
time,# jobs
1489.2,91
time,# jobs
1489.8,91
time,# jobs
1489.8,91
time,# jobs
1491.9,91
time,# jobs
1496.4,91
time,# jobs
1496.4,91
time,# jobs
1497,91
time,# jobs
1504.2,92
time,# jobs
1504.2,92
time,# jobs
1510.5,92
time,# jobs
1510.8,92
time,# jobs
1514.1,92
time,# jobs
1515.3,92
time,# jobs
1517.4,92
time,# jobs
1517.7,92
time,# jobs
1518.9,92
time,# jobs
1519.8,93
time,# jobs
1525.5,93
time,# jobs
1525.5,93
time,# jobs
1527.9,93
time,# jobs
1529.4,93
time,# jobs
1530.3,93
time,# jobs
1530.6,93
time,# jobs
1537.2,93
time,# jobs
1537.8,94
time,# jobs
1540.2,94
time,# jobs
1542.3,94
time,# jobs
1548.3,94
time,# jobs
1550.4,94
time,# jobs
1559.1,94
time,# jobs
1559.1,94
time,# jobs
1559.4,94
time,# jobs
1562.1,94
time,# jobs
1563.9,95
time,# jobs
1567.8,95
time,# jobs
1568.7,95
time,# jobs
1568.7,96
time,# jobs
1569.3,96
time,# jobs
1575.3,96
time,# jobs
1578.3,97
time,# jobs
1578.3,97
time,# jobs
1578.9,97
time,# jobs
1581.6,97
time,# jobs
1586.7,97
time,# jobs
1589.1,97
time,# jobs
1589.7,97
time,# jobs
1590.6,97
time,# jobs
1590.9,97
time,# jobs
1594.5,97
time,# jobs
1594.5,97
time,# jobs
1596.6,97
time,# jobs
1596.6,97
time,# jobs
1605.3,97
time,# jobs
1608.3,97
time,# jobs
1608.3,97
time,# jobs
1617,98
time,# jobs
1620,98
time,# jobs
1623.6,98
time,# jobs
1625.4,97
time,# jobs
1625.7,97
time,# jobs
1626.9,97
time,# jobs
1631.4,98
time,# jobs
1633.5,99
time,# jobs
1633.5,99
time,# jobs
1633.8,99
time,# jobs
1635.3,99
time,# jobs
1635.6,99
time,# jobs
1638,100
time,# jobs
1638,100
time,# jobs
1638.3,100
time,# jobs
1638.3,100
time,# jobs
1641.3,99
time,# jobs
1642.2,99
time,# jobs
1645.5,99
time,# jobs
1646.7,99
time,# jobs
1646.7,100
time,# jobs
1649.1,100
time,# jobs
1650,101
time,# jobs
1652.7,101
time,# jobs
1654.5,101
time,# jobs
1659.9,101
time,# jobs
1662,101
time,# jobs
1662,101
time,# jobs
1663.2,101
time,# jobs
1664.7,101
time,# jobs
1671.6,101
time,# jobs
1671.9,101
time,# jobs
1675.2,101
time,# jobs
1680.6,101
time,# jobs
1683.3,101
time,# jobs
1688.4,101
time,# jobs
1692.6,101
time,# jobs
1693.5,102
time,# jobs
1693.8,102
time,# jobs
1696.2,102
time,# jobs
1701,102
time,# jobs
1701.3,103
time,# jobs
1702.2,103
time,# jobs
1702.2,103
time,# jobs
1709.7,103
time,# jobs
1710,103
time,# jobs
1716.6,103
time,# jobs
1717.2,103
time,# jobs
1720.8,103
time,# jobs
1722.3,103
time,# jobs
1724.7,103
time,# jobs
1725.3,103
time,# jobs
1726.8,103
time,# jobs
1726.8,104
time,# jobs
1728,104
time,# jobs
1734,104
time,# jobs
1734.3,104
time,# jobs
1737,105
time,# jobs
1738.8,105
time,# jobs
1740,105
time,# jobs
1740.6,105
time,# jobs
1747.5,105
time,# jobs
1747.5,105
time,# jobs
1748.4,105
time,# jobs
1751.1,105
time,# jobs
1753.5,105
time,# jobs
1759.8,105
time,# jobs
1762.2,105
time,# jobs
1771.2,105
time,# jobs
1771.5,105
time,# jobs
1772.1,105
time,# jobs
1775.1,106
time,# jobs
1775.1,106
time,# jobs
1777.2,106
time,# jobs
1781.4,106
time,# jobs
1782.6,106
time,# jobs
1782.6,106
time,# jobs
1782.9,106
time,# jobs
1783.8,106
time,# jobs
1790.1,106
time,# jobs
1790.1,106
time,# jobs
1793.4,107
time,# jobs
1793.7,108
time,# jobs
1794.6,108
time,# jobs
1797.6,108
time,# jobs
1803,108
time,# jobs
1805.7,109
time,# jobs
1806.6,109
time,# jobs
1807.8,109
time,# jobs
1808.4,109
time,# jobs
1812.3,109
time,# jobs
1812.6,109
time,# jobs
1815,109
time,# jobs
1815.3,109
time,# jobs
1824.3,109
time,# jobs
1827.6,109
time,# jobs
1827.9,109
time,# jobs
1827.9,109
time,# jobs
1836.9,109
time,# jobs
1840.2,109
time,# jobs
1844.1,108
time,# jobs
1844.7,108
time,# jobs
1846.2,108
time,# jobs
1846.2,109
time,# jobs
1851,109
time,# jobs
1851,109
time,# jobs
1853.4,110
time,# jobs
1853.7,110
time,# jobs
1854.3,110
time,# jobs
1856.1,109
time,# jobs
1856.7,110
time,# jobs
1856.7,110
time,# jobs
1859.4,110
time,# jobs
1859.7,110
time,# jobs
1860.3,110
time,# jobs
1860.6,110
time,# jobs
1861.8,110
time,# jobs
1865.4,110
time,# jobs
1866.9,110
time,# jobs
1866.9,110
time,# jobs
1867.2,110
time,# jobs
1869.9,110
time,# jobs
1869.9,110
time,# jobs
1871.1,110
time,# jobs
1874.1,110
time,# jobs
1874.1,110
time,# jobs
1879.8,110
time,# jobs
1882.2,110
time,# jobs
1882.5,110
time,# jobs
1884,110
time,# jobs
1885.8,110
time,# jobs
1893,110
time,# jobs
1893.6,110
time,# jobs
1897.2,110
time,# jobs
1902.9,110
time,# jobs
1905.9,110
time,# jobs
1911.3,110
time,# jobs
1915.8,110
time,# jobs
1915.8,110
time,# jobs
1917,110
time,# jobs
1917.6,110
time,# jobs
1920.3,110
time,# jobs
1925.4,110
time,# jobs
1925.4,110
time,# jobs
1926,110
time,# jobs
1927.2,110
time,# jobs
1927.5,110
time,# jobs
1935.3,110
time,# jobs
1935.9,110
time,# jobs
1942.8,110
time,# jobs
1943.7,110
time,# jobs
1947.6,110
time,# jobs
1949.4,110
time,# jobs
1952.1,110
time,# jobs
1953,110
time,# jobs
1954.8,110
time,# jobs
1954.8,110
time,# jobs
1955.1,110
time,# jobs
1956.6,110
time,# jobs
1962.9,110
time,# jobs
1963.5,110
time,# jobs
1963.5,110
time,# jobs
1966.5,110
time,# jobs
1968.6,110
time,# jobs
1970.1,110
time,# jobs
1971,110
time,# jobs
1978.2,110
time,# jobs
1978.5,110
time,# jobs
1979.7,110
time,# jobs
1982.7,110
time,# jobs
1985.4,110
time,# jobs
1992,110
time,# jobs
1994.7,110
time,# jobs
2004,110
time,# jobs
2004.6,110
time,# jobs
2005.5,110
time,# jobs
2005.5,110
time,# jobs
2008.8,110
time,# jobs
2009.1,110
time,# jobs
2011.5,110
time,# jobs
2016,110
time,# jobs
2017.5,110
time,# jobs
2017.8,110
time,# jobs
2018.4,110
time,# jobs
2019.6,110
time,# jobs
2026.2,110
time,# jobs
2026.5,110
time,# jobs
2026.5,110
time,# jobs
2030.1,110
time,# jobs
2030.1,110
time,# jobs
2030.7,110
time,# jobs
2031.9,110
time,# jobs
2035.2,110
time,# jobs
2040.9,110
time,# jobs
2040.9,110
time,# jobs
2043.9,110
time,# jobs
2045.1,110
time,# jobs
2046.6,110
time,# jobs
2047.5,110
time,# jobs
2051.7,110
time,# jobs
2052.3,110
time,# jobs
2055,110
time,# jobs
2055.6,110
time,# jobs
2064.9,110
time,# jobs
2068.5,110
time,# jobs
2069.1,110
time,# jobs
2069.4,110
time,# jobs
2078.7,110
time,# jobs
2082.3,110
time,# jobs
2083.2,110
time,# jobs
2085,110
time,# jobs
2085,110
time,# jobs
2085.3,110
time,# jobs
2090.4,110
time,# jobs
2090.7,110
time,# jobs
2090.7,110
time,# jobs
2093.4,110
time,# jobs
2094,110
time,# jobs
2094.9,110
time,# jobs
2094.9,110
time,# jobs
2095.8,110
time,# jobs
2096.1,110
time,# jobs
2099.1,110
time,# jobs
2099.7,110
time,# jobs
2100.6,110
time,# jobs
2101.2,110
time,# jobs
2102.7,110
time,# jobs
2106.6,110
time,# jobs
2108.4,110
time,# jobs
2108.7,110
time,# jobs
2109.3,110
time,# jobs
2112.3,110
time,# jobs
2112.6,110
time,# jobs
2114.1,110
time,# jobs
2117.4,110
time,# jobs
2117.7,110
time,# jobs
2123.7,110
time,# jobs
2126.4,110
time,# jobs
2127,110
time,# jobs
2128.8,110
time,# jobs
2130.9,110
time,# jobs
2138.4,110
time,# jobs
2139.3,110
time,# jobs
2143.2,110
time,# jobs
2149.2,110
time,# jobs
2152.5,110
time,# jobs
2158.2,110
time,# jobs
2163,110
time,# jobs
2163.3,110
time,# jobs
2164.8,110
time,# jobs
2165.7,110
time,# jobs
2168.7,110
time,# jobs
2174.1,110
time,# jobs
2174.4,110
time,# jobs
2175.3,110
time,# jobs
2176.8,110
time,# jobs
2177.4,110
time,# jobs
2185.5,110
time,# jobs
2186.4,110
time,# jobs
2193.6,110
time,# jobs
2194.8,110
time,# jobs
2199,110
time,# jobs
2201.1,110
time,# jobs
